course_id,title,category,sub_category,difficulty,rating,num_reviews,num_subscribers,duration_hours,description,skills,instructor
219,Entrepreneurship MBA,Business & Management,Entrepreneurship,Beginner,2.7,1508,6032,52.2,"A complete guide to Entrepreneurship designed for beginner-level learners. Topics include Budgeting, Power BI, Google Analytics, Agile applied to real scenarios. Perfect for anyone looking to advance their career in Business & Management.",Budgeting|Power BI|Google Analytics|Agile,Maya Gupta
220,MySQL for Data Professionals,Database & SQL,MySQL,Intermediate,3.0,13373,66865,55.7,"Master the fundamentals of MySQL with real-world projects and exercises. Build portfolio-ready projects using Normalization, NoSQL, Indexing. By the end, you'll be confident in applying MySQL concepts professionally.",Normalization|NoSQL|Indexing|MongoDB,Fatima Al-Hassan
221,The Complete Frontend Developer Course [221],Web Development,Frontend,Advanced,3.7,7221,86652,21.5,"This comprehensive advanced course covers Frontend in depth. Build portfolio-ready projects using TypeScript, REST API, JavaScript. By the end, you'll be confident in applying Frontend concepts professionally.",TypeScript|REST API|JavaScript|Vue.js,David Kim
222,Complete Guide to React [222],Web Development,React,Intermediate,4.2,1010,5050,14.1,"Dive deep into React with practical examples and industry best practices. Covers essential tools like REST API, Express, Node.js with hands-on labs. Includes certificate of completion and lifetime access to materials.",REST API|Express|Node.js|JavaScript|CSS|TypeScript,David Kim
223,Go Problem Solving [223],Programming Languages,Go,Intermediate,3.9,1087,7609,39.8,"This comprehensive intermediate course covers Go in depth. Topics include CLI, Memory Management, Data Structures, Design Patterns applied to real scenarios. By the end, you'll be confident in applying Go concepts professionally.",CLI|Memory Management|Data Structures|Design Patterns,Olivia Davis
224,Data Warehousing for Data Professionals,Database & SQL,Data Warehousing,Intermediate,4.4,9197,110364,10.8,"Learn Data Warehousing from industry experts in this hands-on intermediate course. Covers essential tools like Normalization, Data Modeling, ETL with hands-on labs. Includes certificate of completion and lifetime access to materials.",Normalization|Data Modeling|ETL|MySQL,Ahmed Hassan
225,Building Neural Networks Systems [225],Artificial Intelligence,Neural Networks,Intermediate,3.8,13437,80622,12.5,"A complete guide to Neural Networks designed for intermediate-level learners. Covers essential tools like Python, CNN, Keras with hands-on labs. Perfect for anyone looking to advance their career in Artificial Intelligence.",Python|CNN|Keras|OpenCV|NLTK,Ahmed Hassan
226,Advanced Motion Graphics Techniques,Design,Motion Graphics,Beginner,2.9,9046,27138,51.5,"Dive deep into Motion Graphics with practical examples and industry best practices. Build portfolio-ready projects using Adobe XD, Sketch, CSS. Join thousands of students already learning Motion Graphics.",Adobe XD|Sketch|CSS,Aisha Khan
227,3D Modeling Masterclass,Design,3D Modeling,Beginner,4.2,1918,7672,46.4,"Learn 3D Modeling from industry experts in this hands-on beginner course. You will gain practical experience with Blender, CSS, InVision and more. By the end, you'll be confident in applying 3D Modeling concepts professionally.",Blender|CSS|InVision|Typography|Sketch|Photoshop,Sophie Martin
228,Swift App Development Bootcamp [228],Mobile Development,Swift,Intermediate,3.5,3259,19554,15.0,"A complete guide to Swift designed for intermediate-level learners. Topics include Android Studio, Swift, Xcode, Java applied to real scenarios. Includes certificate of completion and lifetime access to materials.",Android Studio|Swift|Xcode|Java,Diana Ross
229,Deploy with Kubernetes [229],Cloud Computing,Kubernetes,Beginner,4.7,121,1331,44.9,"Dive deep into Kubernetes with practical examples and industry best practices. Covers essential tools like Linux, Jenkins, GCP with hands-on labs. Includes certificate of completion and lifetime access to materials.",Linux|Jenkins|GCP,Jason Taylor
230,Mastering PostgreSQL,Database & SQL,PostgreSQL,Intermediate,4.5,6909,82908,60.2,"Learn PostgreSQL from industry experts in this hands-on intermediate course. Build portfolio-ready projects using MySQL, ETL, Data Modeling. Includes certificate of completion and lifetime access to materials.",MySQL|ETL|Data Modeling|NoSQL,Dr. Alex Johnson
231,Build Apps with React Native,Mobile Development,React Native,Advanced,4.1,4810,38480,60.8,"Learn React Native from industry experts in this hands-on advanced course. Topics include Firebase, React Native, Dart, Kotlin applied to real scenarios. By the end, you'll be confident in applying React Native concepts professionally.",Firebase|React Native|Dart|Kotlin|Xcode,Hannah Wilson
232,Full Stack from Scratch,Web Development,Full Stack,Intermediate,3.2,6290,31450,10.6,"This comprehensive intermediate course covers Full Stack in depth. Topics include TypeScript, Django, Angular, Node.js applied to real scenarios. By the end, you'll be confident in applying Full Stack concepts professionally.",TypeScript|Django|Angular|Node.js|HTML|Flask,Maya Gupta
233,Computer Vision with Python,Artificial Intelligence,Computer Vision,Intermediate,3.2,14271,156981,54.8,"Dive deep into Computer Vision with practical examples and industry best practices. Covers essential tools like Keras, CNN, Python with hands-on labs. Join thousands of students already learning Computer Vision.",Keras|CNN|Python|PyTorch|RNN,Olivia Davis
234,Modern Kotlin Architecture,Mobile Development,Kotlin,Intermediate,3.4,14285,142850,51.8,"Master the fundamentals of Kotlin with real-world projects and exercises. Topics include Firebase, Java, REST API, React Native applied to real scenarios. Join thousands of students already learning Kotlin.",Firebase|Java|REST API|React Native|Swift,Carlos Mendez
235,Complete Graphic Design Bootcamp [235],Design,Graphic Design,Advanced,3.8,9169,64183,15.5,"Dive deep into Graphic Design with practical examples and industry best practices. Build portfolio-ready projects using CSS, Adobe XD, Sketch. Perfect for anyone looking to advance their career in Design.",CSS|Adobe XD|Sketch|Figma,Dr. Alex Johnson
236,Brand Design Masterclass [236],Design,Brand Design,Advanced,4.0,1244,9952,32.9,"Learn Brand Design from industry experts in this hands-on advanced course. You will gain practical experience with Typography, Figma, After Effects and more. Join thousands of students already learning Brand Design.",Typography|Figma|After Effects|Illustrator|InVision,Fatima Al-Hassan
237,Database Design Performance Tuning [237],Database & SQL,Database Design,Intermediate,3.5,12381,148572,33.1,"Dive deep into Database Design with practical examples and industry best practices. You will gain practical experience with Data Modeling, Replication, Indexing and more. Perfect for anyone looking to advance their career in Database & SQL.",Data Modeling|Replication|Indexing|PostgreSQL,Roberto Silva
238,Cryptography Essentials,Cybersecurity,Cryptography,Beginner,4.7,6372,44604,33.6,"Master the fundamentals of Cryptography with real-world projects and exercises. You will gain practical experience with Linux, Python, Firewalls and more. By the end, you'll be confident in applying Cryptography concepts professionally.",Linux|Python|Firewalls|SIEM,Olivia Davis
239,Advanced Redis,Database & SQL,Redis,Intermediate,3.3,12720,139920,33.3,"This comprehensive intermediate course covers Redis in depth. Topics include Data Modeling, Indexing, MySQL, SQL applied to real scenarios. Join thousands of students already learning Redis.",Data Modeling|Indexing|MySQL|SQL,Ahmed Hassan
240,Project Management in the Real World,Business & Management,Project Management,Beginner,4.2,670,2680,12.1,"Learn Project Management from industry experts in this hands-on beginner course. Build portfolio-ready projects using SEO, Agile, Budgeting. Perfect for anyone looking to advance their career in Business & Management.",SEO|Agile|Budgeting,Dr. Nina Petrov
241,Google Cloud Administration,Cloud Computing,Google Cloud,Intermediate,2.7,11851,142212,11.4,"Dive deep into Google Cloud with practical examples and industry best practices. You will gain practical experience with Terraform, AWS, CI/CD and more. Perfect for anyone looking to advance their career in Cloud Computing.",Terraform|AWS|CI/CD|Jenkins|Ansible|Kubernetes,Sophie Martin
242,Advanced MySQL,Database & SQL,MySQL,Beginner,2.9,2611,28721,19.6,"A complete guide to MySQL designed for beginner-level learners. Build portfolio-ready projects using Normalization, ETL, Indexing. Join thousands of students already learning MySQL.",Normalization|ETL|Indexing|Replication|Data Modeling,Carlos Mendez
243,Ethical Hacking Masterclass [243],Cybersecurity,Ethical Hacking,Intermediate,3.6,12310,98480,19.2,"Dive deep into Ethical Hacking with practical examples and industry best practices. Topics include Linux, Firewalls, Wireshark applied to real scenarios. Join thousands of students already learning Ethical Hacking.",Linux|Firewalls|Wireshark,David Kim
244,Mastering Docker [244],Cloud Computing,Docker,Advanced,3.6,1153,8071,13.7,"Dive deep into Docker with practical examples and industry best practices. Covers essential tools like Ansible, Linux, Azure with hands-on labs. By the end, you'll be confident in applying Docker concepts professionally.",Ansible|Linux|Azure,Sophie Martin
245,Introduction to Robotics [245],Artificial Intelligence,Robotics,Intermediate,3.9,10148,71036,42.1,"Learn Robotics from industry experts in this hands-on intermediate course. Build portfolio-ready projects using Keras, NLTK, GPT. By the end, you'll be confident in applying Robotics concepts professionally.",Keras|NLTK|GPT,Fatima Al-Hassan
246,Applied Neural Networks,Artificial Intelligence,Neural Networks,Beginner,4.5,7633,76330,25.2,"Master the fundamentals of Neural Networks with real-world projects and exercises. Covers essential tools like OpenCV, NLTK, PyTorch with hands-on labs. Perfect for anyone looking to advance their career in Artificial Intelligence.",OpenCV|NLTK|PyTorch|CNN|Transformers|GPT,David Kim
247,Complete Python Developer Course,Programming Languages,Python,Advanced,4.5,10398,31194,50.4,"Dive deep into Python with practical examples and industry best practices. Covers essential tools like Testing, Data Structures, Concurrency with hands-on labs. Join thousands of students already learning Python.",Testing|Data Structures|Concurrency|OOP,Jason Taylor
248,Statistics A-Z,Data Science,Statistics,Beginner,4.1,14093,98651,15.7,"Dive deep into Statistics with practical examples and industry best practices. You will gain practical experience with NumPy, Matplotlib, TensorFlow and more. Includes certificate of completion and lifetime access to materials.",NumPy|Matplotlib|TensorFlow|Spark,Sophie Martin
249,Real-World MySQL,Database & SQL,MySQL,Intermediate,4.7,10853,54265,44.8,"A complete guide to MySQL designed for intermediate-level learners. Build portfolio-ready projects using Normalization, PostgreSQL, Indexing. Perfect for anyone looking to advance their career in Database & SQL.",Normalization|PostgreSQL|Indexing|NoSQL,Raj Patel
250,Learn Graphic Design in 30 Days [250],Design,Graphic Design,Beginner,4.6,14493,43479,9.5,"Master the fundamentals of Graphic Design with real-world projects and exercises. You will gain practical experience with CSS, Blender, Sketch and more. By the end, you'll be confident in applying Graphic Design concepts professionally.",CSS|Blender|Sketch|Illustrator,Diana Ross
